2    pauvre Adrien                 pov Ra-dRi-j5                 , ce pauvre Adrien ,
1752 s' amuse                      sa-myz                       , on s' amuse .
1753 puzzle il                     p9z lil                       le puzzle il est à Adrien
1753 il est                        li let                        le puzzle il est à Adrien
1753 est à                         le ta                         puzzle il est à Adrien
1755 qu' est                       ke                           qu' est ce que tu as
1757 d' accord                     da-kOR                       ah oui d' accord .
1758 voir après                    vwa Ra-pRE                    plus te voir après .
1759 tête à                        tE ta                         la tête à Christian .
1760 tête à                        tE ta                         encore la tête à Chr ?
1761 c' est                        se                           , où c' est qu'
1761 qu' elle                      kEl                          c' est qu' elle est
1761 elle est                      kE le                         est qu' elle est la
1763 qu' est                       ke                           oh qu' est ce qu' elle
1763 qu' elle                      kEl                          est ce qu' elle a
1763 elle a                        kE la                         ce qu' elle a fait
1764 qu' est                       ke                           qu' est ce qu' elle a
1764 qu' elle                      kEl                          est ce qu' elle a
1764 elle a                        kE la                         ce qu' elle a fait
1765 l' a                          la                           tu l' a mise sur mon
1766 c' est                        se                           tout ça c' est très amusant
1766 très amusant                  tRE za-my-z@                  c' est très amusant .
1768 l' objectif                   lOb-ZEk-tif                  mettre sur l' objectif de
1770 d' accord                     da-kOR                       d' accord ?
1772 qu' est                       ke                           alors qu' est ce qu' on
1772 qu' on                        k§                           est ce qu' on fait
1774 c' est                        se                           trouve que c' est mieux
1777 qu' est                       ke                           qu' est ce qu' elle a
1777 qu' elle                      kEl                          est ce qu' elle a
1777 elle a                        kE la                         ce qu' elle a fait
1781 qu' est                       ke                           qu' est ce qu' elle fait
1781 qu' elle                      kEl                          est ce qu' elle fait
1782 c' est                        se                           ça c' est marrant .
1783 elle est                      E le                          elle est tombée la main .
1786 qu' est                       ke                           oh qu' est ce que c'
1786 c' est                        se                           ce que c' est ?
1788 c' est                        se                           c' est quoi qu' on entend
1788 qu' on                        k§n                          est quoi qu' on entend
1788 on entend                     k§ n@-t@                      quoi qu' on entend ?
1789 c' est                        se                           c' est quoi ?
1790 un avion                      1 na-vj§                      un avion ?
1792 il a                          i la                          un monsieur il a une
1801 qu' est                       ke                           qu' est ce qu' il y
1801 qu' il                        kil                          est ce qu' il y
1801 il y                          ki li                         ce qu' il y a
1802 qu' est                       ke                           qu' est ce qu' on fait
1802 qu' on                        k§                           est ce qu' on fait
1807 encore une                    @-kO Ryn                      encore une voiture .
1809 c' est                        se                           où c' est qu' elle est
1809 qu' elle                      kEl                          c' est qu' elle est
1809 elle est                      kE le                         est qu' elle est la
1810 c' est                        se                           oh , c' est là .
1811 ton oreille                   t§ no-REj                     attention à ton oreille !
1812 mette en                      mE t@                         je la mette en haut
1816 qu' est                       ke                           oh qu' est ce qu' elle
1816 qu' elle                      kEl                          est ce qu' elle a
1816 elle a                        kE la                         ce qu' elle a fait
1820 tout en                       tu t@                         tout en haut ?
1823 qu' est                       ke                           qu' est ce qu' elle fait
1823 qu' elle                      kEl                          est ce qu' elle fait
1824 qu' est                       ke                           qu' est ce qu' elle fait
1824 qu' elle                      kEl                          est ce qu' elle fait
1826 qu' est                       ke                           qu' est ce qu' elle a
1826 qu' elle                      kEl                          est ce qu' elle a
1826 elle a                        kE la                         ce qu' elle a fait
1833 qu' est                       ke                           qu' est ce qu' elle a
1833 qu' elle                      kEl                          est ce qu' elle a
1833 elle a                        kE la                         ce qu' elle a fait
1835 d' accord                     da-kOR                       d' accord .
1838 qu' est                       ke                           qu' est ce qu' elle a
1838 qu' elle                      kEl                          est ce qu' elle a
1838 elle a                        kE la                         ce qu' elle a fait
1839 elle est                      E le                          elle est tombée ?
1841 qu' est                       ke                           qu' est ce qu' elle fait
1841 qu' elle                      kEl                          est ce qu' elle fait
1842 elle est                      E le                          elle est montée là haut .
1849 elle est                      E le                          où elle est la main ?
1850 elle est                      E le                          où elle est la main ?
1851 elle est                      E le                          où elle est la main ?
1852 elle est                      E le                          elle est là .
1856 elle est                      E le                          où elle est maman ?
1857 elle est                      E le                          où elle est maman ?
1859 qu' est                       ke                           qu' est ce qu' il y
1859 qu' il                        kil                          est ce qu' il y
1859 il y                          ki li                         ce qu' il y a
1860 elle est                      E le                          elle est montée la main ?
1864 elle est                      E le                          où elle est la main ?
1865 elle est                      E le                          elle est tombée pendant qu' on
1865 qu' on                        k§n                          tombée pendant qu' on est
1865 on est                        k§ ne                         pendant qu' on est partis
1868 elle apporte                  E la-pORt                     dame , elle apporte du
1870 elle est                      E le                          oh elle est tombée sur l'
1870 l' épaule                     le-pol                       tombée sur l' épaule de
1871 l' épaule                     le-pol                       sur l' épaule de Christian ?
1872 elle est                      E le                          hop , elle est sur l'
1872 l' épaule                     le-pol                       est sur l' épaule de
1878 qu' est                       ke                           alors qu' est ce que tu
1880 qu' est                       ke                           qu' est ce que c' est
1880 c' est                        se                           ce que c' est ?
1881 qu' est                       ke                           qu' est ce que c' est
1881 c' est                        se                           ce que c' est ?
1885 t' intéresse                  t5-te-REs                    ça ne t' intéresse plus
1886 qu' est                       ke                           et ça qu' est ce que
1886 c' est                        se                           ce que c' est ?
1888 c' est                        set                          c' est à Victor , c'
1888 est à                         se ta                         c' est à Victor , c'
1888 c' est                        se                           Victor , c' est son
1890 qu' est                       ke                           qu' est ce que tu fais
1891 qu' est                       ke                           et Grégoire qu' est ce qu'
1891 qu' il                        kil                          est ce qu' il fait
1892 qu' est                       ke                           qu' est ce que tu vois
1896 qu' est                       ke                           oh qu' est ce que c'
1896 c' est                        se                           ce que c' est que
1897 qu' est                       ke                           qu' est ce que tu as
1898 il est                        i le                          il est cassé ?
1903 il est                        i le                          comment il est le robot maintenant
1904 qu' est                       ke                           qu' est ce que tu as
1906 elle a                        E la                          main , elle a traîné
1909 qu' est                       ke                           poma qu' est ce que c'
1909 c' est                        se                           ce que c' est ?
1911 c' est                        se                           regarde qui c' est qui
1915 qu' il                        kil                          est ce qu' il va
1917 d' habitude                   da-bi-tyd                    d' habitude quand ça sonne ,
1917 précipite et                  pRe-si-pi te                  il se précipite et il
1918 c' est                        se                           sait qui c' est parce
1918 qu' on                        k§                           est parce qu' on l'
1918 l' a                          la                           qu' on l' a vu
1919 d' accord                     da-kOR                       ah , d' accord .
1921 il est                        i le                          le robot il est cassé .
1924 les enfants                   le z@-f@                      les enfants ?
1927 qu' est                       ke                           qu' est ce que tu racontes
1927 racontes à                    Ra-k§ ta                      que tu racontes à Adrien
1929 qu' est                       ke                           et qu' est ce que tu
1930 qu' est                       ke                           qu' est ce que tu as
1932 c' était                      se-tE                        c' était tourné ?
1935 lumière elle                  ly-mjE REl                    vois la lumière elle est
1935 elle est                      RE let                        la lumière elle est allumée
1935 est allumée                   le ta-ly-me                   lumière elle est allumée .
1936 qu' il                        kil                          est ce qu' il a modifié
1936 il a                          ki la                         ce qu' il a modifié
1936 qu' il                        kil                          prononciations articulatoires qu' il avait
1936 il avait                      ki la-vE                      articulatoires qu' il avait pour
1937 c' est                        se                           oui gâteau c' est devenu
1939 l' a                          la                           il nous l' a dit
1939 d' ailleurs                   da-j9R                       a dit d' ailleurs .
1940 jour il                       Zu Ril                        un jour il a dit kako
1940 il a                          Ri la                         un jour il a dit kako
1941 d' accord                     da-kOR                       d' accord .
1942 il a                          i la                          jour là il a dit
1943 quand il                      k@ til                        et quand il dit kako je
1944 d' accord                     da-kOR                       ah d' accord .
1946 j' ai                         ZE                           j' ai remarqué aussi que dans
1947 c' est                        se                           ça c' est tes chaussures ,
1947 mon amour                     m§ na-muR                     chaussures , mon amour .
1948 c' est                        se                           non c' est pas les chaussures
1949 c' est                        se                           bien que c' est tes
1949 chaussures à                  So-sy Ra                      est tes chaussures à toi
1950 c' est                        se                           oui c' est les chaussures de
1951 c' est                        se                           c' est les chaussures de Grégoire
1952 l' hiver                      li-vER                       sont pour l' hiver tu
1952 c' est                        se                           tu vois c' est des
1955 d' autres                     dot                          vas mettre d' autres chaussures
1955 n' est                        ne                           chaussures , n' est ce
1956 pour aller                    pu Ra-le                      pour aller te promener ?
1960 qu' est                       ke                           qu' est ce que tu veux
1966 il est                        i le                          il est passé à la revendication
1967 d' autonomie                  do-to-no-mi                  au stade d' autonomie .
1968 j' avais                      Za-vE                        oui j' avais remarqué que dans
1968 il enlevait                   i l@l-vE                      , cabinet il enlevait .
1970 c' est                        se                           mots , c' est consonne
1973 quelle était                  kE le-tE                      me demandais quelle était la
1974 elle était                    E le-tE                       elle était très régulière .
1975 c' est                        se                           c' est peut être dû au
1975 peut être                     p2 tEt                        c' est peut être dû au
1975 qu' il                        kil                          au fait qu' il prononce
1976 peut être                     p2 tEt                        ouais ou peut être que l'
1976 l' accent                     lak-s@                       être que l' accent tonique
1976 tonique est                   to-ni ke                      l' accent tonique est plus
1976 plus à                        ply za                        tonique est plus à la
1976 c' est                        se                           et que c' est ce
1976 qu' il                        kil                          est ce qu' il entend
1976 il entend                     ki l@-t@                      ce qu' il entend le
1977 n' explique                   nEk-splik                    mais ça n' explique pas
1977 qu' il                        kil                          explique pas qu' il le
1979 il enlève                     i l@-lEv                      pourquoi il enlève consonne voyelle consonne
1981 l' as                         la                           et tu l' as trouvé dans
1982 t' ai                         tE                           ben je t' ai dit
1982 les exemples                  le zEg-z@p                    ai dit les exemples que
1983 dire encore                   di R@-kOR                     vient de dire encore ça
1984 tout à                        tu ta                         et tout à l' heure il
1984 l' heure                      l9R                          tout à l' heure il
1984 heure il                      l9 Ril                        à l' heure il a
1984 il a                          Ri la                         l' heure il a dit
1985 j' ai                         ZE                           moi , j' ai cru qu'
1985 qu' il                        kil                          ai cru qu' il voulait
1986 c' était                      se-tE                        disait , c' était &eje
1987 il a                          i la                          là il a dit ision un
1988 qu' est                       ke                           qu' est ce que c' est
1988 c' est                        se                           ce que c' est ça
1989 qu' est                       ke                           qu' est ce que c' est
1989 c' est                        se                           ce que c' est ça
1990 nous un                       nu z1                         allez produis nous un peu .
1991 qu' est                       ke                           hein qu' est ce que c'
1991 c' est                        se                           ce que c' est ça
1992 c' est                        se                           c' est quoi ?
1994 c' est                        se                           c' est quoi ça ?
1995 c' est                        se                           ah ça c' est .
1996 un oiseau                     1 nwa-zo                      un oiseau .
1998 c' est                        set                          mais ça c' est un oiseau
1998 est un                        se t1n                        ça c' est un oiseau
1998 un oiseau                     t1 nwa-zo                     c' est un oiseau ?
2000 qu' est                       ke                           Grégoire qu' est ce que c'
2000 c' est                        se                           ce que c' est que
2001 qu' est                       ke                           qu' est ce que c' est
2001 c' est                        se                           ce que c' est ça
2002 d' humour                     dy-muR                       manques pas d' humour ,
2003 qu' est                       ke                           qu' est ce que tu fais
2004 c' est                        se                           c' est pas vrai que ma
2004 bande est                     b@ de                         que ma bande est déjà
2007 qu' il                        kil                          laisser parce qu' il faut
2007 mettes en                     mE t@                         je la mettes en route
2008 par arrêter                   pa Ra-Re-te                   vais commencer par arrêter et
2009 qu' est                       ke                           et ça qu' est ce que
2009 c' est                        se                           ce que c' est ?
2013 qu' est                       ke                           dis donc qu' est ce
2013 qu' il                        kil                          est ce qu' il y
2013 il y                          ki li                         ce qu' il y a
2014 qu' est                       ke                           qu' est ce qu' il y
2014 qu' il                        kil                          est ce qu' il y
2014 il y                          ki li                         ce qu' il y a
2015 c' est                        se                           et ça c' est quoi ?
2016 qu' est                       ke                           qu' est ce que c' est
2016 c' est                        se                           ce que c' est ça
2018 qu' est                       ke                           qu' est ce que tu fais
2019 qu' est                       ke                           qu' est ce qu' il a
2019 qu' il                        kil                          est ce qu' il a
2019 il a                          ki la                         ce qu' il a fait
2020 qu' est                       ke                           qu' est ce que tu fais
2024 qu' est                       ke                           qu' est ce qu' on peut
2024 qu' on                        k§                           est ce qu' on peut
2024 d' intéressant                d5-te-RE-s@                  peut trouver d' intéressant ?
2025 qu' est                       ke                           qu' est ce qu' il y
2025 qu' il                        kil                          est ce qu' il y
2025 il y                          ki li                         ce qu' il y a
2027 c' est                        se                           c' est parfait .
2031 qu' est                       ke                           qu' est ce qu' on fait
2031 qu' on                        k§                           est ce qu' on fait
2033 qu' est                       ke                           qu' est ce qu' on fait
2033 qu' on                        k§                           est ce qu' on fait
2035 qu' est                       ke                           et ça qu' est ce qu'
2035 qu' on                        k§                           est ce qu' on fait
2037 c' est                        se                           c' est froid c' est froid
2037 c' est                        se                           est froid c' est froid
2039 qu' est                       ke                           qu' est ce qu' on fait
2039 qu' on                        k§                           est ce qu' on fait
2040 c' est                        se                           c' est froid .
2041 c' est                        se                           c' est froid .
2042 c' est                        se                           oh non c' est froid .
2044 qu' est                       ke                           qu' est ce qu' il a
2044 qu' il                        kil                          est ce qu' il a
2044 il a                          ki la                         ce qu' il a fait
2045 il a                          i la                          il a fermé .
2046 c' est                        se                           c' est là que c' est
2046 c' est                        se                           là que c' est chaud
2047 c' est                        se                           c' est le four .
2049 c' est                        se                           ça c' est quoi ?
2051 c' est                        se                           parce que c' est le
2052 il est                        i le                          où il est le frigo ?
2053 il est                        i le                          où il est le frigo ?
2055 est elle                      e tEl                         où est elle maman ?
2058 ouvrir à                      u-vRi Ra                      ouvrir à papa ?
2059 il est                        i le                          mais il est pas là papa
2060 qu' ils                       kil                          est ce qu' ils sont
2063 attendre un                   a-t@d R1                      on va attendre un peu
2064 porte et                      pOR te                        fermer la porte et on
2064 attendre un                   a-t@d R1                      on va attendre un peu
2067 qu' est                       ke                           qu' est ce que tu veux
2070 qu' est                       ke                           qu' est ce que tu veux
2076 il est                        i le                          où il est papa ?
2077 il est                        i le                          où il est papa ?
2081 qu' est                       ke                           qu' est ce que tu fais
2083 n' y                          ni                           oui on n' y voit
2083 d' ailleurs                   da-j9R                       plus rien d' ailleurs .
2084 n' y                          ni                           vois on n' y voit
2085 d' ailleurs                   da-j9R                       d' ailleurs y a pas assez
2085 ailleurs y                    da-j9 Ri                      d' ailleurs y a pas assez
2086 voitures où                   vwa-ty Ru                     les voitures où se trouvent elles
2086 trouvent elles                tRuv tEl                      où se trouvent elles les
2089 t' as                         ta                           comment t' as fait ?
2090 elle est                      E le                          elle est pincée !
2095 qu' est                       ke                           qu' est ce qui est cassé
2096 il est                        i le                          il est cassé le patin à
2097 c' est                        se                           qui c' est qui l' a
2097 l' a                          la                           est qui l' a cassé
2098 Victor a                      vik-tO Ra                     Victor a cassé le patin à
2100 il a                          i la                          comment il a fait Victor ?
2101 il a                          i la                          comment il a fait Victor pour
2102 qu' est                       ke                           qu' est ce qui est cassé
2103 qu' est                       ke                           qu' est ce qui est cassé
2104 qu' est                       ke                           qu' est ce qui est cassé
2105 qu' est                       ke                           dis moi qu' est ce
2105 qu' il                        kil                          est ce qu' il y
2105 il y                          ki li                         ce qu' il y a
2107 c' est                        se                           c' est cassé ça ?
2108 c' est                        se                           c' est le bateau ?
2109 c' est                        se                           c' est le plateau ?
2111 qu' est                       ke                           alors qu' est ce qu' on
2111 qu' on                        k§                           est ce qu' on voit
2112 il est                        i le                          il est cassé le patin à
2116 qu' est                       ke                           qu' est ce qu' elle fait
2116 qu' elle                      kEl                          est ce qu' elle fait
2119 qu' est                       ke                           qu' est ce qui roule ?
2121 qu' est                       ke                           qu' est ce qui s' est
2121 s' est                        se                           ce qui s' est passé
2124 qu' est                       ke                           qu' est ce qui est tombé
2126 il est                        i le                          où il est kiki ?
2127 il est                        i le                          à qui il est le kiki
2128 il est                        i le                          à qui il est ce kiki
2129 c' est                        set                          c' est un kiki ?
2129 est un                        se t1                         c' est un kiki ?
2131 un éléphant                   1 ne-le-f@                    as tu un éléphant ?
2132 il est                        i let                         il est aux enfants ?
2132 est aux                       le toz                        il est aux enfants ?
2132 aux enfants                   to z@-f@                      il est aux enfants ?
2136 qu' est                       ke                           qu' est ce que c' est
2136 c' est                        se                           ce que c' est que
2138 qu' est                       ke                           oh boum qu' est ce qui
2138 s' est                        se                           ce qui s' est passé
2139 qu' est                       ke                           qu' est ce qui est tombé
2140 c' est                        se                           c' est la boîte .
2141 alors on                      a-lO R§                       alors on la remet .
2143 qu' est                       ke                           alors qu' est ce que c'
2143 c' est                        se                           ce que c' est que
2145 qu' est                       ke                           qu' est ce que c' est
2145 c' est                        se                           ce que c' est ça
2150 il est                        i le                          il est cassé le patin à
2151 il est                        i le                          à qui il est le patin
2153 est il                        e til                         à qui est il ?
2154 il est                        i le                          à qui il est ?
2155 il est                        i let                         il est à Victor ?
2155 est à                         le ta                         il est à Victor ?
2156 qu' est                       ke                           qu' est ce qui se passe
2158 il est                        i le                          à qui il est le kiki
2160 c' est                        se                           c' est la lampe .
2162 qu' est                       ke                           qu' est ce qui se passe
2163 qu' est                       ke                           qu' est ce qui se passe
2172 il est                        i le                          où il est Grégoire ?
2173 qu' est                       ke                           qu' est ce que tu fais
2177 qu' est                       ke                           qu' est ce qu' on voit
2177 qu' on                        k§                           est ce qu' on voit
2180 qu' est                       ke                           qu' est ce qu' il fait
2180 qu' il                        kil                          est ce qu' il fait
2185 qu' est                       ke                           qu' est ce qu' il fait
2185 qu' il                        kil                          est ce qu' il fait
2186 il enlève                     i l@-lEv                      il enlève sa veste .
2187 qu' est                       ke                           qu' est ce qu' il fait
2187 qu' il                        kil                          est ce qu' il fait
2189 elle est                      E le                          la dadame elle est sortie ?
2190 qu' est                       ke                           le monsieur qu' est ce qu'
2190 qu' il                        kil                          est ce qu' il fait
2192 l' as                         la                           tu l' as vue passer ?
2194 qu' est                       ke                           alors qu' est ce qu' il
2194 qu' il                        kil                          est ce qu' il fait
2195 il a                          i la                          il a un vélo ?
2198 qu' est                       ke                           le monsieur qu' est ce
2198 qu' il                        kil                          est ce qu' il fait
2199 il ouvre                      i luv                         il ouvre la porte .
2203 qu' est                       ke                           qu' est ce qu' il regarde
2203 qu' il                        kil                          est ce qu' il regarde
2205 qu' est                       ke                           qu' est ce qui se passe
2206 qu' est                       ke                           oui qu' est ce que c'
2206 c' est                        se                           ce que c' est ça
2207 qu' est                       ke                           qu' est ce que c' est
2207 c' est                        se                           ce que c' est ça
2208 n' as                         na                           tu n' as pas de poche
2211 qu' est                       ke                           qu' est ce que c' est
2211 c' est                        se                           ce que c' est ça
2214 pièce elle                    pjE sEl                       la pièce elle est dedans oui
2214 elle est                      sE le                         la pièce elle est dedans oui
2215 elle est                      E le                          elle est tombée ?
2217 l' attraper                   la-tRa-pe                    peux plus l' attraper ?
2221 c' est                        se                           c' est mouillé .
2222 c' est                        se                           c' est mouillé hein .
2223 elle est                      E le                          elle est mouillée la voiture hein
2223 voiture hein                  vwa-ty R5                     mouillée la voiture hein .
2224 il a                          i la                          le monsieur il a un
2225 l' autre                      lot                          l' autre voiture elle est mouillée
2225 voiture elle                  vwa-ty REl                    l' autre voiture elle est mouillée
2225 elle est                      RE le                         autre voiture elle est mouillée
2228 qu' est                       ke                           qu' est ce qu' on va
2228 qu' on                        k§                           est ce qu' on va
2229 une oreille                   y no-REj                      une oreille ?
2230 elle est                      E le                          elle est partie chercher une oreille
2230 une oreille                   y no-REj                      partie chercher une oreille maman
2234 qu' est                       ke                           qu' est ce qu' elle fait
2234 qu' elle                      kEl                          est ce qu' elle fait
2235 qu' est                       ke                           qu' est ce qu' elle fait
2235 qu' elle                      kEl                          est ce qu' elle fait
2236 s' en                         s@                           elle s' en va ?
2237 elle est                      E le                          elle est partie ?
2238 s' en                         s@                           elle s' en va la voiture
2239 hop elle                      O pEl                         hop elle est partie la voiture
2239 elle est                      pE le                         hop elle est partie la voiture
2241 il est                        i le                          il est passé .
2242 elle est                      E le                          elle est passée la voiture .
2243 c' est                        se                           oui c' est bien .
2244 sur un                        sy R1                         un monsieur sur un vélo
2248 c' est                        set                          là haut c' est un
2248 est un                        se t1n                        haut c' est un oiseau
2248 un oiseau                     t1 nwa-zo                     c' est un oiseau .
2252 s' arrête                     sa-REt                       la voiture s' arrête .
2255 couleur elle                  ku-l9 REl                     de quelle couleur elle est la
2255 elle est                      RE le                         quelle couleur elle est la
2257 c' est                        se                           qui c' est qu' on entend
2257 qu' on                        k§n                          c' est qu' on entend
2257 on entend                     k§ n@-t@                      est qu' on entend ?
2259 c' est                        se                           regarde qui c' est qui
2273 qu' est                       ke                           qu' est ce qu' on fait
2273 qu' on                        k§                           est ce qu' on fait
2274 qu' est                       ke                           qu' est ce qui se passe
2276 encore une                    @-kO Ryn                      oh encore une voiture .
2277 un oiseau                     1 nwa-zo                      un oiseau ?
2278 il est                        i le                          où il est l' oiseau ?
2278 l' oiseau                     lwa-zo                       il est l' oiseau ?
2279 il est                        i let                         il est en haut l' oiseau
2279 est en                        le t@                         il est en haut l' oiseau
2279 l' oiseau                     lwa-zo                       en haut l' oiseau .
2281 bonjour Adrien                b§-Zu Ra-dRi-j5               bonjour Adrien .
2283 bonjour à                     b§-Zu Ra                      tu dis bonjour à Adrien
2283 l' as                         la                           Adrien tu l' as vu
2285 qu' est                       ke                           fait pas qu' est ce que
2285 c' est                        se                           ce que c' est ça
2287 qu' est                       ke                           qu' est ce que tu as
2288 qu' est                       ke                           qu' est ce que tu as
2290 c' est                        se                           eh c' est bien .
2291 qu' est                       ke                           oui qu' est ce que tu
2293 chante un                     S@ t1                         chante un peu .
2294 c' est                        se                           c' est bien .
2295 c' est                        se                           c' est bien .
2296 qu' est                       ke                           qu' est ce qu' on fait
2296 qu' on                        k§                           est ce qu' on fait
2296 Grégoire on                   gRe-gwa R§                    on fait Grégoire on va
2296 dans une                      d@ zyn                        on va dans une autre
2296 une autre                     zy not                        va dans une autre pièce
2299 il est                        i le                          où il est parti l' oiseau
2299 l' oiseau                     lwa-zo                       est parti l' oiseau ?
2300 il est                        i le                          il est où l' oiseau ?
2300 l' oiseau                     lwa-zo                       est où l' oiseau ?
2301 j' ai                         ZE                           oui oui j' ai compris .
2303 il a                          i la                          ah oui il a répété ce
2304 peut être                     p2 tEt                        je verrai peut être mieux
2306 qu' il                        kil                          regarde ce qu' il y
2306 il y                          ki li                         ce qu' il y a
2307 c' est                        se                           ce que c' est Grégoire
2310 encore une                    @-kO Ryn                      encore une voisine ?
2313 qu' il                        kil                          tu crois qu' il y a
2313 il y                          ki li                         crois qu' il y a
2317 elle est                      E le                          elle est là la voisine .
2318 elle est                      E le                          elle est dans son jardin .
2319 il est                        i let                         le voisin il est entré .
2319 est entré                     le t@-tRe                     voisin il est entré .
2320 il a                          i la                          il a ouvert la porte .
2322 voisine où                    vwa-zi nu                     la voisine où est elle ?
2322 est elle                      e tEl                         voisine où est elle ?
2323 elle est                      E le                          où elle est ?
2324 peut être                     p2 tEtR                       ah peut être !
2325 avec une                      a-vE kyn                      un monsieur avec une casquette
2325 casquette est                 kas-kE te                     avec une casquette est ce
2328 tout à                        tu ta                         tout à l' heure il a
2328 l' heure                      l9R                          tout à l' heure il a
2328 heure il                      l9 Ril                        à l' heure il a
2328 il a                          Ri la                         l' heure il a pris
2328 pièce il                      pjE sil                       pris la pièce il a
2328 il a                          si la                         la pièce il a regardé
2328 il a                          i la                          camion et il a dit
2329 il a                          i la                          il a pas dit comme ça
2329 l' a                          la                           mais il l' a mis
2330 il a                          i la                          il a vu beaucoup de voisines
2331 peut être                     p2 tEt                        tu es peut être gênant
2335 n' a                          na                           on n' a pas encore parlé
2336 il est                        i le                          il est parti pinpin ?
2337 c' est                        se                           c' est vrai ça il est
2337 il est                        i le                          vrai ça il est parti
2339 pousse avec                   pu sa-vEk                     je pousse avec mon pied parce
2339 j' ai                         ZE                           parce que j' ai pas
2344 c' est                        se                           c' est bien .
2345 qu' il                        kil                          quand même qu' il comprend
2347 m' arrêter                    ma-Re-te                     je vais m' arrêter .
2349 qu' est                       ke                           qu' est ce que tu fais
2352 t' es                         tE                           t' es sûr que tu ne
2359 choses à                      So za                         pas des choses à faire
2361 qu' est                       ke                           qu' est ce que c' est
2361 c' est                        se                           ce que c' est ça
2365 elle est                      E le                          ah elle est là !
2366 pour accrocher                pu Ra-kRo-Se                  des cintres pour accrocher mes
2367 les ai                        le zE                         je les ai lavées .
2368 mon amour                     m§ na-muR                     mon amour gentil .
2369 Grégoire il                   gRe-gwa Ril                   Grégoire il a vu la caméra
2369 il a                          Ri la                         Grégoire il a vu la caméra
2370 on a                          § na                          on a essayé .
2371 c' est                        se                           c' est quoi ça à Adrien
2372 chaussures oui                So-sy Rwi                     des chaussures oui .
2378 qu' est                       ke                           qu' est ce que c' est
2378 c' est                        se                           ce que c' est ça
2380 qu' est                       ke                           là qu' est ce que c'
2380 c' est                        se                           ce que c' est ça
2383 qu' est                       ke                           mais ça qu' est ce que
2383 c' est                        se                           ce que c' est ?
2384 n' est                        ne                           ça n' est rien .
2386 c' est                        se                           c' est quoi ?
2387 c' est                        se                           mais ça c' est quoi
2389 commences à                   ko-m@ sa                      vois tu commences à dire
2390 d' accord                     da-kOR                       d' accord .
2393 sont ils                      s§ til                        à qui sont ils ces
2395 alors on                      a-lO R§                       alors on va pas les déranger
2397 qu' est                       ke                           qu' est ce que c' est
2397 c' est                        se                           ce que c' est ça
2398 c' est                        se                           ah c' est Pinpin !
2399 qu' on                        k§                           faisait longtemps qu' on l'
2399 l' avait                      la-vE                        qu' on l' avait pas
2400 qu' est                       ke                           qu' est ce qu' il va
2400 qu' il                        kil                          est ce qu' il va
