1      sont elles                    s§ tEl                        quelle couleur sont elles ,
13989  vas y                         va zi                         allez , vas y !
13991  n' avance                     na-v@s                       que on n' avance pas
13992  n' avance                     na-v@s                       mais on n' avance pas
13994  qu' on                        k§n                          où est-ce qu' on en était
13994  on en                         k§ n@n                        est-ce qu' on en était
13994  en était                      n@ ne-tE                      qu' on en était ?
13997  vas y                         va zi                         vas y !
13998  t' aider                      te-de                        faire pour t' aider !
14000  m' occuper                    mo-ky-pe                     je vais m' occuper de la
14001  il y                          i li                          il y a ce qu' il
14001  qu' il                        kil                          a ce qu' il faut
14003  jaune on                      Zo n§                         de la jaune on mettra
14004  c(e) est                      se                           c(e) est beau aussi , hein
14005  elle est                      E le                          elle est mélangée avec le reste
14006  c(e) (n'                      s#                           c(e) (n' ) est rien .
14007  c(e) (n'                      s#                           c(e) (n' ) est pas grave
14009  c(e) est                      se                           c(e) est bon .
14013  QU' est-ce                    kEs                          et alors QU' est-ce que tu
14014  c(e) est                      se                           c(e) est la bougie , ça
14015  bonne idée                    bO ni-de                      as une bonne idée .
14017  c(e) est                      se                           ah c(e) est ta copie Marine
14018  t' ennuie                     t@-n8i                       elle t' ennuie ?
14020  c(e) était                    se-tE                        vingt heures c(e) était cinq
14020  cinq heures                   s5 k9R                        c(e) était cinq heures et
14020  heures et                     k9 Re                         était cinq heures et demie
14021  c(e) est                      se                           heures , c(e) est huit
14021  huit heures                   8i t9R                        c(e) est huit heures .
14022  c(e) est                      se                           c(e) est huit heures le soir
14022  huit heures                   8i t9R                        c(e) est huit heures le soir
14026  n' en                         n@                           tu n' en mets Qu' une
14026  Qu' une                       kyn                          en mets Qu' une ?
14027  n' a                          na                           il n' a Qu' un an
14027  Qu' un                        k1n                          n' a Qu' un an
14027  un an                         k1 n@                         a Qu' un an alors
14029  qu' on                        k§n                          combien est-ce qu' on en
14029  on en                         k§ n@                         est-ce qu' on en met
14030  n' est-ce                     nEs                          n' est-ce pas une par an
14030  par an                        pa R@                         pas une par an qu'
14030  qu' on                        k§                           par an qu' on met
14031  par an                        pa R@                         une bougie par an ?
14033  vas y                         va zi                         et bien vas y !
14034  il est                        i le                          moi , il est déjà
14036  Qu' à                         ka                           a plus Qu' à mettre
14038  T' en                         t@                           ben il T' en faut ,
14038  des histoires                 de zis-twaR                   faut , des histoires .
14050  il y                          i li                          oui , il y a beaucoup
14052  vas y                         va zi                         allez , vas y !
14053  vas y                         va zi                         vas y !
14056  j(e) ai                       ZE                           j(e) ai fait ce que je
14062  fait elle                     fE tEl                        pourquoi fait elle de la température
14063  QU' est-ce                    kEs                          QU' est-ce qu' elle a ,
14063  qu' elle                      kEl                          QU' est-ce qu' elle a ,
14063  elle a                        kE la                         est-ce qu' elle a ,
14064  elle a                        E la                          elle a attrapé la grippe ?
14070  n' es                         nE                           , tu n' es pas
14071  elle est                      E le                          maman , elle est malade mais
14073  c(e) est                      se                           oh c(e) est vrai qu' elles
14073  qu' elles                     kEl                          est vrai qu' elles sont
14074  il y                          i li                          , ici il y a
14075  c(e) (n'                      s#                           mais c(e) (n' ) est pas
14076  n' est                        ne                           ce n' est Que le début
14080  est il                        e til                         , où est il ?
14081  il est                        i le                          il est allé faire des courses
14081  courses avec                  kuR sa-vEk                    faire des courses avec ta
14086  qu' il                        kil                          combien est-ce qu' il en faut
14086  il en                         ki l@                         est-ce qu' il en faut
14088  en as                         @ na                          (n' ) en as encore
14089  il en                         i l@                          il en faut encore combien maintenant
14090  en as                         @ na                          maintenant tu en as déjà
14092  les autres                    le zotR                       prépare les autres , maintenant !
14093  il est                        i le                          il est sage , ton bébé
14096  il est                        i le                          oh mais il est fatigué ,
14103  c(e) est                      se                           c(e) est ton frère , ça
14105  c(e) est                      se                           c(e) est normal .
14106  il a                          i la                          ah il a de belles petites
14107  avoir une                     a-vwa Ryn                     il va avoir une belle petite
14109  qu' il                        kil                          tu crois qu' il est fâché
14109  il est                        ki le                         crois qu' il est fâché
14110  n' a                          na                           il n' a pas l' air
14110  l' air                        lER                          a pas l' air fâché
14111  c(e) est                      se                           c(e) est une très grosse aussi
14111  grosse aussi                  gRo so-si                     une très grosse aussi .
14112  c(e) est                      se                           c(e) est bien , ça .
14117  c(e) est                      se                           mais c(e) est un petit garçon
14118  c(e) est                      se                           ah c(e) est un petit garçon
14120  c(e) est                      se                           c(e) est l' un ou l'
14120  l' un                         l1                           c(e) est l' un ou l'
14120  l' autre                      lotR                         un ou l' autre .
14122  n' y                          ni                           il n' y a pas de
14123  donc en                       d§ k@                         donc en principe c(e) est une
14123  c(e) est                      se                           en principe c(e) est une
14124  c(e) (n'                      s#                           non , c(e) (n' ) est
14125  qu' on                        k§                           les personnes qu' on ne connaît
14125  s' y                          si                           on ne s' y intéresse
14126  c(e) est                      se                           c(e) est ça ?
14135  il est                        i le                          il est de bonne humeur alors
14135  bonne humeur                  bO ny-m9R                     est de bonne humeur alors
14135  humeur alors                  ny-m9 Ra-lOR                  de bonne humeur alors ?
14136  t(u) as                       ta                           t(u) as de la chance d'
14136  d' avoir                      da-vwaR                      la chance d' avoir un
14136  avoir un                      da-vwa R1                     chance d' avoir un bébé
14136  bonne humeur                  bO ny-m9R                     bébé de bonne humeur ,
14139  par ici                       pa Ri-si                      viens par ici !
14140  sautes aussi                  so to-si                      tu sautes aussi haut que ton
14142  ton école                     t§ ne-kOl                     à ton école ?
14143  il y                          i li                          oui , il y a
14145  n' y                          ni                           il n' y en a pas
14145  en a                          @ na                          n' y en a pas
14148  sept ans                      sE t@                         sept ans ?
14151  elle avait                    E la-vE                       elle avait sept ans ?
14151  sept ans                      sE t@                         elle avait sept ans ?
14152  en as                         @ na                          , tu en as combien
14152  petits enfants                p°-ti z@-f@                   , des petits enfants comme
14153  en as                         @ na                          tu en as quatre , toi
14155  n' aimes                      nEm                          tu n' aimes pas les garçons
14158  L' aimes                      lEm                          tu L' aimes fort alors ,
14158  fort alors                    fO Ra-lOR                     L' aimes fort alors ,
14160  t(u) (n'                      t#                           t(u) (n' ) es pas la
14161  t(u) es                       tE                           t(u) es sa grande soeur .
14167  c(e) est                      se                           c(e) est Patricia qu' elle s'
14167  qu' elle                      kEl                          est Patricia qu' elle s'
14167  s' appelle                    sa-pEl                       qu' elle s' appelle ?
14168  c(e) est                      se                           c(e) est un joli prénom ,
14169  c(e) est                      se                           c(e) est toi qui L' a
14169  L' a                          la                           toi qui L' a prénomée
14170  c(e) est                      se                           c(e) est normal si tu ME
14170  qu' elle                      kEl                          ME dis qu' elle est
14170  elle est                      kE le                         dis qu' elle est plus
14170  plus âgée                     ply za-Ze                     elle est plus âgée .
14173  elle a                        E la                          oui , elle a des grandes
14174  elle a                        E la                          oui elle a de grandes cuisses
14175  c(e) est                      se                           toi , c(e) est autre
14178  qu' elle                      kEl                          plus grande qu' elle alors
14178  elle alors                    kE la-lOR                     grande qu' elle alors tu
14179  six ans                       si z@                         de dire six ans .
14180  t' y                          ti                           tu ne t' y retrouves plus
14181  il a                          i la                          le moment il a cinq
14181  cinq ans                      s5 k@                         il a cinq ans et
14181  il aura                       i lo-Ra                       ans et il aura six
14181  six ans                       si z@                         il aura six ans demain
14182  six ans                       si z@                         toujours six ans .
14183  d' un                         d1n                          veillit pas d' un an
14183  un an                         d1 n@                         pas d' un an par
14187  c(e) est                      se                           ça , c(e) est bizarre ,
14192  j(e) (n'                      Z#                           j(e) (n' ) avais jamais entendu
14193  c(e) est                      se                           oh mais c(e) est trop court
14195  il a                          i la                          quoi , il a des cheveux
14198  il a                          i la                          il a fait une langue ?
14203  il est                        i le                          il est déjà dans le coin
14204  L' avais                      la-vE                        je L' avais mis dans le
14206  c(e) est                      se                           c(e) est là que tu cuisines
14207  c(e) est                      se                           c(e) est peut-être de la poussière
14207  poussière ou                  pu-sjE Ru                     de la poussière ou du
14207  sable aussi                   sa blo-si                     ou du sable aussi .
14208  c(e) est                      se                           dit que c(e) est du
14210  c(e) est                      se                           si c(e) est du poivre tu
14211  n' a                          na                           ça n' a pas de goût
14212  c(e) est                      se                           ben alors c(e) est de la
14212  poussière alors               pu-sjE Ra-lOR                 de la poussière alors .
14214  on est                        § ne                          ben on est chouettes .
14221  QU' est-ce                    kEs                          Léa , QU' est-ce qu' on
14221  qu' on                        k§                           QU' est-ce qu' on dit
14223  QU' est-ce                    kEs                          QU' est-ce qu' on dit ,
14223  qu' on                        k§                           QU' est-ce qu' on dit ,
14224  qu' un                        k1                           tu sais qu' un film ,
14224  c(e) est                      se                           film , c(e) est limité
14225  bon anniversaire              bO na-ni-vER-sER              on dit bon anniversaire ?
14226  il y                          i li                          SI , il y en a
14226  en a                          @ na                          il y en a assez
14227  autres alors                  o tRa-lOR                     faire deux autres alors .
14230  il y                          i li                          il y en a cinq là
14230  en a                          @ na                          il y en a cinq là
14231  il en                         i l@                          il en faut encore une .
14231  encore une                    @-kO Ryn                      en faut encore une .
14233  bon anniversaire              bO na-ni-vER-sER              bon anniversaire .
14234  chante un                     S@ t1                         allez , chante un peu !
14235  chante ainsi                  S@ t5-si                      allez , chante ainsi !
14237  tous ensemble                 tu s@-s@bl                    on chante tous ensemble ,
14240  c(e) est                      se                           SI , c(e) est bébé qui
14240  son anniversaire              s§ na-ni-vER-sER              qui fait son anniversaire .
14243  actuelle en                   ak-t8E l@                     la situation actuelle en Belgique
14244  c(e) est                      se                           c(e) est l' histoire de la
14244  l' histoire                   lis-twaR                     c(e) est l' histoire de la
14247  QU' est-ce                    kEs                          QU' est-ce que tu as fait
14249  raconte un                    Ra-k§ t1                      raconte un peu à Maman !
14250  l' eau                        lo                           allée dans l' eau .
14251  nous étions                   nu ze-tj§                     et nous étions sur la mer
14254  l' instant                    l5s-t@                       mais pour l' instant tu dois
14255  c(e) est                      se                           c(e) est à Mamy .
14257  c(e) est                      se                           non maintenant c(e) est au
14258  vacances et                   va-k@ se                      pendant les vacances et maintenant
14258  c(e) est                      se                           vacances donc c(e) est à
14262  il a                          i la                          mais il a fallu du temps
14263  on a                          § na                          et on a fait faire quoi
14269  qu' on                        k§                           pour qu' on puisse raccorder le
14269  d' arrosage                   da-Ro-zaZ                    le tuyau d' arrosage ,
14270  l' eau                        lo                           mettre de l' eau chaude
14271  tout à                        tu ta                         parce que tout à l' heure
14271  l' heure                      l9R                          tout à l' heure les
14272  piscine avec                  pi-si na-vEk                  dans la piscine avec Léa
14273  l' eau                        lo                           faut que l' eau soit
14274  l' eau                        lo                           avoir de l' eau trop
14275  qu' il                        kil                          vu qu' il fait beau aujourd'
14275  aujourd' hui                  o-ZuR d8i                     fait beau aujourd' hui ben
14276  hier avec                     jE Ra-vEk                     piscine , hier avec Papa
14281  c(e) est                      se                           c(e) est tout , hein .
14282  c(e) est                      se                           ah c(e) est bien , oui
14284  pour avoir                    pu Ra-vwaR                    pour avoir chaud aux petits bras
14285  pour avoir                    pu Ra-vwaR                    pour avoir chaud aussi .
14287  par un                        pa R1                         fait piquer par un chardon
14288  n' est                        ne                           mais ce n' est pas
14289  il y                          i li                          oui il y en a beaucoup
14289  en a                          @ na                          il y en a beaucoup
14290  il y                          i li                          il y en a de ce
14290  en a                          @ na                          il y en a de ce
14292  d' une                        dyn                          d' une petite fille et d'
14292  d' un                         d1                           fille et d' un petit
14293  s' appelaient                 sa-plE                       qui s' appelaient comment ?
14297  il y                          i li                          il y avait un petit Loïc
14301  d' autre                      dotR                         et QUI d' autre ?
14305  elle est                      E le                          julie , elle est partie
14306  c(e) était                    se-tE                        julie , c(e) était une petite
14311  ils étaient                   il ze-tE                      ils étaient au camping avec leurs
14314  elle habite                   E la-bit                      oui elle habite à Trooz ,
14314  habite à                      la-bi ta                      oui elle habite à Trooz ,
14316  nous habitons                 nu za-bi-t§                   nous , nous habitons à Liège
14317  c(e) est                      se                           trooz , c(e) est près
14319  sens on                       s@ s§                         dans quel sens on LE
14325  blanches et                   bl@ Se                        petites lignes blanches et puis
14327  il est                        i le                          pongo , il est fâché ,
14329  c(e) est                      se                           c(e) est un sot , hein
14331  vas y                         va zi                         allez , vas y !
14336  en as                         @ na                          tu en as peur ?
14337  c(e) est                      se                           non , c(e) est agréable .
14343  c(e) (n'                      s#                           c(e) (n' ) est pas grave
14346  c(e) est                      se                           ça , c(e) est une auto
14346  une auto                      y no-to                       c(e) est une auto qui
14347  un avion                      1 na-vj§                      oui , un avion qui passe
14348  c(e) est                      se                           quoi , c(e) est tout
14349  cette après                   sE ta-pRE                     et cette après midi QU' est-ce
14349  QU' est-ce                    kEs                          après midi QU' est-ce que
14351  il y                          i li                          il y aura les petites cousines
14353  mettre une                    mE tRyn                       Maman va mettre une coquille .
14355  il y                          i li                          à côté il y aura
14358  c(e) est                      se                           ça , c(e) est la condensation
14359  c(e) est                      se                           c(e) est la chaleur du soleil
14359  s' évaporer                   se-va-po-Re                  qui fait s' évaporer l'
14359  l' eau                        lo                           s' évaporer l' eau .
14360  c(e) est                      se                           alors c(e) est pour ça .
14361  l' eau                        lo                           l' eau s' évapore et elle
14361  s' évapore                    se-va-pOR                    l' eau s' évapore et elle
14361  évapore et                    se-va-pO Re                   eau s' évapore et elle
14361  elle est                      E le                          évapore et elle est arrêtée
14364  l' eau                        lo                           ajouter de l' eau chaude
14367  n' appuie                     na-p8i                       mais n' appuie pas avec tes
14373  vas y                         va zi                         vas y , Denise !
14374  vas y                         va zi                         vas y , Denise !
14375  tout à                        tu ta                         la piscine tout à l'
14375  l' heure                      l9R                          tout à l' heure .
14376  ils annoncent                 il za-n§s                     pour demain ils annoncent chaud
14379  vous allez                    vu za-le                      Là vous allez passer toute la
14379  l' eau                        lo                           journée dans l' eau ,
14379  mon avis                      m§ na-vi                      , à mon avis .
14380  l' eau                        lo                           sortir de l' eau ?
14384  regarde à                     R°-gaR da                     regarde à gauche !
14385  regarde à                     R°-gaR da                     regarde à gauche !
14388  c(e) est                      se                           , mais c(e) est Papa
14388  L' a                          la                           Papa qui L' a fait
14389  corde autrement               kOR do-tR°-m@                 sur la corde autrement tu
14390  QU' est-ce                    kEs                          et QU' est-ce que tu voudras
14392  jours à                       Zu Ra                         tous les jours à midi
14395  qu' elles                     kEl                          parce qu' elles vont mourir .
14396  sert à                        sE Ra                         ça ne sert à rien .
14399  elles ont                     El z§                         elles ont meilleur ici , hein
14399  meilleur ici                  mE-j9 Ri-si                   elles ont meilleur ici , hein
14400  s' embêtent                   s@-bEt                       elles s' embêtent dans un vase
14400  dans un                       d@ z1                         s' embêtent dans un vase
14401  c(e) est                      se                           vie , c(e) est là
14402  avec une                      a-vE kyn                      voici Luc avec une tartine
14405  QU' est-ce                    kEs                          QU' est-ce que tu dis ?
14407  c(e) est                      se                           c(e) est le plastique .
14408  on a                          § na                          on a mis un plastique sur
14414  n' a                          na                           mais ça n' a rien à
14415  il y                          i li                          il y a d' autres choses
14415  d' autres                     dot                          y a d' autres choses
14416  n' est                        ne                           elle n' est pas très loquace
14417  QU' est-ce                    kEs                          QU' est-ce qu' elle dit ?
14417  qu' elle                      kEl                          QU' est-ce qu' elle dit ?
14418  j(e) (n'                      Z#                           j(e) (n' ) ai plus envie
14418  plus envie                    ply z@-vi                     ) ai plus envie de
14419  t(u) (n'                      t#                           t(u) (n' ) as plus envie
14419  plus envie                    ply z@-vi                     ) as plus envie de
14422  QU' est-ce                    kEs                          QU' est-ce que tu voudrais bien
14424  c(e) est                      se                           c(e) est une crasse , hein
14425  c(e) est                      se                           c(e) est un petit escargot mort
14425  petit escargot                p°-ti tEs-kaR-go              est un petit escargot mort
14428  c(e) est                      se                           c(e) est un tout petit minuscule
14428  minuscule escargot            mi-nys-ky lEs-kaR-go          tout petit minuscule escargot .
14429  il est                        i le                          il est séché .
14430  c(e) est                      se                           c(e) est un bébé escargot .
14431  il est                        i le                          ah il est dans sa petite
14432  il a                          i la                          oui , il a une petite
14433  les escargots                 le zEs-kaR-go                 toujours , les escargots .
14434  c(e) est                      se                           c(e) est comme les petites tortues
14435  c(e) est                      se                           c(e) est la même chose .
14436  elles ont                     El z§                         elles ont une petite cocue .
14438  j(e) ai                       ZE                           oui , j(e) ai voulu
14439  elles ont                     El z§                         tortues , elles ont une
14440  j(e) ai                       ZE                           et j(e) ai dit .
14441  elles ont                     El z§                         tortues , elles ont une
14442  c(e) est                      se                           c(e) est comique , hein ,
14443  j(e) ai                       ZE                           oui , j(e) ai tapé
14446  elle a                        E la                          elle a des bonnes fesses ,
14449  elle est                      E le                          donc , elle est lourde
14451  d' être                       dEtR                         aimes bien d' être un
14451  être un                       dE tR1                        bien d' être un petit
14451  petit escargot                p°-ti tEs-kaR-go              être un petit escargot ?
14452  c(e) est                      se                           c(e) est ça que tu dis
14456  elle aime                     E lEm                         elle aime bien les petits escargots
14456  petits escargots              p°-ti zEs-kaR-go              bien les petits escargots morts
14457  QU' est-ce                    kEs                          toi , QU' est-ce que
14461  j(e) aime                     ZEm                          moi , j(e) aime mieux les
14463  QU' est-ce                    kEs                          QU' est-ce que tu vas manger
14466  n' en                         n@n                          tu n' en as plus mangé
14466  en as                         n@ na                         tu n' en as plus mangé
14469  c(e) est                      se                           c(e) est madame je m(e) en
14469  m(e) en                       m@                           madame je m(e) en fous
14469  cette affaire                 sE ta-fER                     hein , cette affaire là
14475  QU' est-ce                    kEs                          QU' est-ce que ça veut dire
14481  L' a                          la                           il ne L' a pas
14484  tout à                        tu ta                         tout à l' heure .
14484  l' heure                      l9R                          tout à l' heure .
14487  c(e) (n'                      s#                           c(e) (n' ) est pas pour
14488  n' en                         n@                           je n' en veux pas ,
14489  m' intéresse                  m5-te-REs                    ça ne m' intéresse pas d'
14489  d' avoir                      da-vwaR                      intéresse pas d' avoir cette
14490  j(e) (n'                      Z#                           j(e) (n' ) aime pas j(e)
14490  j(e) (n'                      Z#                           aime pas j(e) (n' )
14490  d' avoir                      da-vwaR                      pas envie d' avoir ça
14491  c(e) est                      se                           c(e) est beau , les coccinelles
14492  c(e) est                      se                           oui , c(e) est joli ,
14494  il y                          i li                          il y a des fourmis qui
14495  il y                          i li                          , mais il y en
14495  en a                          @ na                          il y en a certaines
14498  c(e) est                      se                           non , c(e) est comme les
14498  les abeilles                  le za-bEj                     est comme les abeilles ,
14501  qu' il                        kil                          oui parce qu' il est
14501  il est                        ki le                         parce qu' il est mort
14501  l' escargot                   lEs-kaR-go                   mort , l' escargot .
14503  il est                        i le                          pas comment il est mort
14505  c(e) est                      se                           c(e) est possible .
14506  il est                        i le                          ou il est peut-être mort tout
14507  arrive aussi                  a-Ri vo-si                    ça arrive aussi .
14509  qu' elle                      kEl                          parce qu' elle aime bien ,
14509  elle aime                     kE lEm                        parce qu' elle aime bien ,
14509  tout à                        tu ta                         as dit tout à l'
14509  l' heure                      l9R                          tout à l' heure .
14511  qu' il                        kil                          sais bien qu' il mange
14512  c(e) est                      se                           c(e) est une autruche , hein
14512  une autruche                  y no-tRyS                     c(e) est une autruche , hein
14514  hier on                       jE R§n                        hier on a voulu aller voir
14514  on a                          R§ na                         hier on a voulu aller voir
14514  les autruches                 le zo-tRyS                    aller voir les autruches ici
14514  autruches ici                 zo-tRy Si-si                  voir les autruches ici plus
14515  qu' il                        kil                          il paraît qu' il y a
14515  il y                          ki li                         paraît qu' il y a
14515  autruches ici                 o-tRy Si-si                   a trois autruches ici en
14516  on est                        § ne                          ben on est allés voir mais
14516  n' étaient                    ne-tE                        mais elles n' étaient pas
14517  LES a                         le za                         on ne LES a pas vues
14518  Marc avaient                  maR ka-vE                     parents de Marc avaient dit
14518  qu' ils                       kilz                         avaient dit qu' ils en
14518  ils en                        kil z@n                       dit qu' ils en avaient
14518  en avaient                    z@ na-vE                      qu' ils en avaient vues
14519  c(e) est                      se                           c(e) est le papa de Marc
14519  NOUS a                        nu za                         Marc qui NOUS a dit
14521  il y                          i li                          il y a longtemps ?
14523  donc ils                      d§ kil                        ah ben donc ils LES ont
14523  LES ont                       le z§                         donc ils LES ont vues
14524  quand il                      k@ til                        visiblement quand il allait promener le
14524  il allait                     ti la-lE                      visiblement quand il allait promener le
14524  LES a                         le za                         chien il LES a vues
14525  LES a                         le za                         Zabel aussi LES a vues
14526  c(e) est                      se                           c(e) est grand , ça ,
14526  les autruches                 le zo-tRyS                    ça , les autruches .
14529  qu' elle                      kEl                          Mamy parce qu' elle va
14531  c(e) (n'                      s#                           non , c(e) (n' ) est
14532  c(e) est                      se                           c(e) est Maman .
14535  c(e) est                      se                           c(e) est QUI cette petite fille
14535  saute un                      so t1                         là qui saute un peu
14537  QU' est-ce                    kEs                          QU' est-ce que tu NOUS racontes
14537  racontes aujourd'             Ra-k§ to-ZuRd                 tu NOUS racontes aujourd' hui
14537  aujourd' hui                  to-ZuR d8i                    NOUS racontes aujourd' hui ?
14538  c(e) est                      se                           c(e) est QUI , cette affaire
14538  cette affaire                 sE ta-fER                     QUI , cette affaire là
14539  c(e) est                      se                           c(e) est un nouveau bébé ?
14540  il était                      i le-tE                       il était plus gros avant ?
14541  qu' il                        kil                          je croyais qu' il était
14541  il était                      ki le-tE                      croyais qu' il était plus
14541  ton ancien                    t§ n@-sj5                     gros , ton ancien bébé
14542  il a                          i la                          il a rétréci .
14543  c(e) est                      se                           c(e) est un petit garçon ,
14546  l' autre                      lotR                         et l' autre , c(e) est
14546  c(e) est                      se                           autre , c(e) est la
14547  elle est                      E le                          elle est fatiguée ?
14548  elle est                      E le                          elle est allée se coucher tard
14550  elle a                        E la                          elle a eu peur de quelque
14551  qu' elle                      kEl                          sais tu qu' elle a
14551  elle a                        kE la                         tu qu' elle a mal
14552  t' a                          ta                           elle t' a réveillée pendant la
14553  c(e) est                      se                           c(e) est toi qui as entendu
14555  c(e) (n'                      s#                           c(e) (n' ) est pas ton
14556  c(e) est                      se                           c(e) est toi ?
14559  chambre et                    S@ bRe                        la même chambre et dans
14561  QU' est-ce                    kEs                          et alors QU' est-ce qu' on
14561  qu' on                        k§                           QU' est-ce qu' on fait
14562  l' anniversaire               la-ni-vER-sER                on fête l' anniversaire de ton
14563  QU' est-ce                    kEs                          ou QU' est-ce qu' on fait
14563  qu' on                        k§                           QU' est-ce qu' on fait
14565  il est                        i le                          il est en train de cuire
14569  j(e) ai                       ZE                           parce que j(e) ai faim
14571  par ici                       pa Ri-si                      viens par ici , va ,
14572  t' en                         t@                           si tu t' en vas loin
14572  suivre avec                   s8i vRa-vEk                   plus te suivre avec la
14574  c(e) est                      se                           aha c(e) est avec de la
14574  qu' on                        k§                           la plasticine qu' on va
14575  elle est                      E le                          elle est là , la plasticine
14577  c(e) est                      se                           oui , c(e) est la
14584  QU' est-ce                    kEs                          et QU' est-ce qu' on en
14584  qu' on                        k§n                          QU' est-ce qu' on en
14584  on en                         k§ n@                         est-ce qu' on en fait
14585  c(e) est                      se                           c(e) est une petite moumouche .
14592  faut il                       fo til                        quelle couleur faut il alors s(i)
14592  il alors                      ti la-lOR                     couleur faut il alors s(i)
14594  c(e) (n'                      s#                           mais c(e) (n' ) est pas
14595  c(e) (n'                      s#                           mamy , c(e) (n' )
14597  faire à                       fE Ra                         pas tout faire à la
14599  il y                          i li                          oui , il y en a
14599  en a                          @ na                          il y en a déjà
14600  il y                          i li                          il y en a encore dans
14600  en a                          @ na                          il y en a encore dans
14601  d' abord                      da-bOR                       il faut d' abord LA ramollir
14602  qu' elle                      kEl                          parce qu' elle est un peu
14602  elle est                      kE le                         parce qu' elle est un peu
14605  j(e) ai                       ZE                           j(e) ai encore plus chaud que
14610  c(e) est                      se                           c(e) est bien .
14611  faire avec                    fE Ra-vEk                     on va faire avec ça
14612  comme un                      kO m1                         faut faire comme un petit
14612  petit oeuf                    p°-ti t9f                     comme un petit oeuf ?
14614  c(e) est                      se                           c(e) est bien .
14615  bonne idée                    bO ni-de                      bonne idée .
14616  petit oeuf                    p°-ti t9f                     un petit oeuf .
14617  pattes et                     pa te                         mettre des pattes et une
14619  c(e) est                      se                           c(e) est quoi , cette affaire
14619  cette affaire                 sE ta-fER                     quoi , cette affaire là
14620  QU' est-ce                    kEs                          QU' est-ce qu' elle fait ,
14620  qu' elle                      kEl                          QU' est-ce qu' elle fait ,
14621  QU' est-ce                    kEs                          dis , QU' est-ce qu'
14621  qu' elle                      kEl                          QU' est-ce qu' elle fait
14622  j(e) ai                       ZE                           oui , j(e) ai envoyé un
14622  j(e) ai                       ZE                           Léa et j(e) ai envoyé
14629  c(e) (n'                      s#                           dis , c(e) (n' )
14630  il y                          i li                          il y a des perles ,
14636  c(e) est                      se                           quand c(e) est le film de
14636  c(e) (n'                      s#                           de Léa c(e) (n' )
14637  c(e) est                      se                           c(e) est Léa .
14638  c(e) est                      se                           quand c(e) est le film de
14638  c(e) est                      se                           de Luc c(e) est Luc
14638  parle et                      paR le                        Luc qui parle et léa
14640  c(e) est                      se                           maintenant c(e) est le film de
14641  tout à                        tu ta                         il parlera tout à l' heure
14641  l' heure                      l9R                          tout à l' heure ,
14649  faire un                      fE R1                         tu préfères faire un gâteau ?
14650  n' est                        ne                           il n' est pas encore né
14652  il est                        i le                          il est dans ton ventre ?
14653  c(e) (n'                      s#                           c(e) (n' ) est pas possible
14657  c(e) est                      se                           , # c(e) est ce
14659  les humains                   le zy-m5                      ce sont les humains qui
14660  un humain                     1 ny-m5                       tu es un humain .
14661  c(e) (n'                      s#                           donc c(e) (n' ) est pas
14661  d' avoir                      da-vwaR                      pas possible d' avoir un
14661  avoir un                      da-vwa R1                     possible d' avoir un petit
14664  c(e) est                      se                           c(e) est bien .
14665  pour une                      pu Ryn                        pour une fois Luc a raison
14666  c(e) est                      se                           c(e) est Biscotte , dis donc
14668  j' arrive                     Za-Riv                       attends , j' arrive # avec
14669  montre un                     m§ tR1                        montre un peu avec ton doigt
14676  faire une                     fE Ryn                        je voulais faire une autre
14676  une autre                     Ry not                        voulais faire une autre galette
14677  c(e) est                      se                           ça , c(e) est Luc
14680  faire un                      fE R1                         je voulais faire un gâteau .
14681  T' en                         t@                           je vais T' en faire un
14681  faire un                      fE R1n                        T' en faire un autre
14681  un autre                      R1 notR                       en faire un autre .
14683  il est                        i le                          oui , il est cassé ,
14685  QU' as                        ka                           QU' as tu fait comme lettre
14690  c(e) est                      se                           c(e) est dans la plasticine que
