37   autre côté                    ot ko-te                      de l' autre côté parce
42   autre côté                    ot ko-te                      de l' autre côté !
73   descendre de                  de-s@d d2                     veux pas descendre de la
132  rentre là                     R@t la                        regarde il rentre là .
147  rentre pas                    R@t pa                        vois ça rentre pas là
148  rentre là                     R@t la                        oui ça rentre là .
177  rentre mieux                  R@t mj2                       non ça rentre mieux d(e) ce
194  être là                       Et la                         droit d' être là !
212  prendre la                    pR@d la                       tu vas prendre la poupée ?
253  rentres toi                   R@t twa                       tu rentres toi là d(e)dans ?
310  mettre le                     mEt l2                        on va mettre le toit
336  être dessous                  Et d°-su                      il doit être dessous !
372  être chez                     Et Se                         ils doivent être chez papi .
564  montres comment               m§t ko-m@                     tu me montres comment ça marche
880  être pas                      Et pa                         faut p(eu)t être pas trop mett(r)e
924  mettre devant                 mEt d°-v@                     vas l(e) mettre devant ?
1108 stable ça                     stab sa                       pas très stable ça #
39700remettre tes                  R°-mEt te                     va t(e) remettre tes deux
39732mettre la                     mEt la                        faire pour mettre la moitié
39740autre sens                    ot s@s                        dans l' autre sens , dans
39740autre sens                    ot s@s                        dans l' autre sens .
39829être se                       Et s2                         pu , être se ,
39876être comme                    Et kOm                        doit pas être comme ça
39886mettre de                     mEt d2                        essaie de mettre de des
39959triangle dans                 tRi-j@g d@                    mets le triangle dans le
40060être pas                      Et pa                         va p(eu)t être pas le
40060mettre dans                   mEt d@                        pas le mettre dans la
40070être pas                      Et pa                         va p(eu)t être pas heuh
40097mettre dans                   mEt d@                        va la mettre dans le
40147montres tes                   m§t te                        tu m(e) montres tes dents .
40151montres tes                   m§t te                        tu me montres tes dents .
40165mettre là                     mEt la                        va s(e) mettre là .
40175quatre coins                  kat kw5                       aller aux quatre coins de
40177prendre l'                    pR@d l                        j(e) vais prendre l' auto
40210mettre sur                    mEt syR                       veux t(e) mettre sur mes
40257autre téléphone               ot te-le-fOn                  chercher l' autre téléphone ?
40283être faire                    Et fER                        va p(eu)t être faire une
40295être là                       Et la                         veux pas être là debout
40346autre sens                    ot s@s                        dans l' autre sens .
40394montres le                    m§t l2                        tu me montres le ,
40412livre dedans                  liv d°-d@                     a un livre dedans .
40427livres maint(e)nant           liv m5t-n@                    mange les livres maint(e)nant ?
40434pantoufles non                p@-tuf n§                     pas les pantoufles non plus
40453mettre mon                    mEt m§                        tu veux mettre mon manteau ?
40459autre côté                    ot ko-te                      d(e) l' autre côté .
40486être transformée              Et tR@s-fOR-me                tu vas être transformée en mandarine
40490prendre sur                   pR@d syR                      te l(e) prendre sur la
40502être pas                      Et pa                         est p(eu)t être pas très
40525mettre le                     mEt l2                        peut plus mettre le loto
40627mettre plus                   mEt ply                       va l(e) mettre plus par
40663autres choses                 ot Soz                        plein d' autres choses à
40823être les                      Et le                         vais p(eu)t être les r(e)mettre
40843autre chose                   ot Soz                        c' est autre chose .
40897mettre dans                   mEt d@                        veux les mettre dans l(e)
40905mettre la                     mEt la                        tu veux mettre la balle
41075autres là                     ot la                         les deux autres là ?
41161être très                     Et tRE                        doit pas être très bon
41207montres celui                 m§t sl8i                      tu me montres celui ci ?
41225triangle qu'                  tRi-j@g k                     est l(e) triangle qu' on
41298agréable ça                   a-gRe-ab sa                   pas bien agréable ça .
41357montre Marie                  m§t ma-Ri                     m(e) la montre Marie ?
41428montres le                    m§t l2                        tu me montres le doudou ?
41430montres la                    m§t la                        tu me montres la fleur ?
41507montres les                   m§t le                        tu nous montres les boules
41508montres les                   m§t le                        tu me montres les boules
41553rendre la                     R@d la                        m(e) la rendre la p(e)tite
41561rendre parce                  R@d paRs                      m(e) le rendre parce que
41567terrible c(e)                 tE-Rib s                      c' est terrible c(e) qui t'
41571montre moi                    m§t mwa                       montre moi comment tu fais !
41584autres fruits                 ot fR8i                       pas d' autres fruits ?
41590autre banane                  ot ba-nan                     banane une autre banane si
41596autre banane                  ot ba-nan                     à une autre banane ?
41612être papa                     Et pa-pa                      est p(eu)t être papa oui
41695mettre là                     mEt la                        pas l(e) mettre là .
41697mettre comme                  mEt kOm                       faut l(e) mettre comme c' était
41751montres du                    m§t dy                        pourquoi tu montres du doigt ?
41791être prendre                  Et pR@dR                      faut p(eu)t être prendre le panier
41791prendre le                    pR@d l2                       p(eu)t être prendre le panier
41792prendre comme                 pR@d kOm                      veux les prendre comme avec
41818autres poissons               ot pwa-s§                     d' autres poissons ?
41827mettre celui                  mEt sl8i                      tu veux mettre celui là ?
41864mettre quelque                mEt kElk                      tu veux mettre quelque chose dans
41866mettre des                    mEt de                        on va mettre des choses euh
41896ouvre le                      uv l2                         quand on ouvre le frigo
41920mettre de                     mEt d2                        vais le mettre de l'
41920autre côté                    ot ko-te                      de l' autre côté .
41984être la                       Et la                         faut p(eu)t être la mettre
41984mettre dans                   mEt d@                        être la mettre dans l'
41998mettre dans                   mEt d@                        de la mettre dans le
42000montre moi                    m§t mwa                       montre moi comment tu le mets
42028ouvre le                      uv l2                         j' ouvre le livre ?
42040remettre les                  R°-mEt le                     tu veux remettre les poissons ?
42042autre tu                      ot ty                         l' autre tu l' as mis
42042autre poisson                 ot pwa-s§                     bas l' autre poisson .
42086rectangle là                  REk-t@g la                    ce rectangle là tu l(e) mets
42089être bon                      Et b§                         ça d(e)vrait être bon .
42099mettre comment                mEt ko-m@                     vas l(e) mettre comment ?
42102mettre dans                   mEt d@                        faut l(e) mettre dans ce
42113être ramasser                 Et Ra-ma-se                   faudrait p(eu)t être ramasser les fleurs
42145mettre plutôt                 mEt ply-to                    vais l(e) mettre plutôt comme
42161remettre les                  R°-mEt le                     veux pas remettre les fleurs
42162remettre les                  R°-mEt le                     veux pas remettre les fleurs
42202prendre plutôt                pR@d ply-to                   on va prendre plutôt autre
42202autre chose                   ot Soz                        prendre plutôt autre chose au
42213être plus                     Et ply                        tu veux être plus grande
42278offres des                    Of de                         tu m' offres des fleurs
42285montres la                    m§t la                        tu m(e) montres la banane
42289mettre par                    mEt paR                       vais l(e) mettre par là
42385autres des                    ot de                         pas d' autres des tic
42405prendre c(el)ui               pR@d s8i                      je vais prendre c(el)ui là .
42413enregistre son                @R-Zist s§n                   et on enregistre son image .
42498mettre dans                   mEt d@                        pas pour mettre dans l(e)
42524mettre dans                   mEt d@z                       fait pour mettre dans une
42626autre chose                   ot Soz                        pouvoir faire autre chose .
42702mettre celui                  mEt sl8i                      tu veux mettre celui ci ?
42751autre jouet                   ot ZwE                        pris un autre jouet là
42779litre de                      lit d2                        boire un litre de lait
42799mettre là                     mEt la                        peux la mettre là d(e)ssus
42937autre chose                   ot Soz                        c' est autre chose .
42972prendre par                   pR@d paR                      pas l(e) prendre par là
42973prendre comme                 pR@d kOm                      faut l(e) prendre comme ça .
42976prendre par                   pR@d paR                      faut plutôt prendre par le fil
43057livres de                     liv d2                        sont les livres de Marie
43058livres de                     liv d2                        les livres de Marie ?
43062mettre dans                   mEt d@                        vais l(e) mettre dans la
43071enregistre maman              @R-Zist ma-m@                 alors on enregistre maman comme ça
43073enregistre p(eu)t             @R-Zist pt                    (en)fin elle enregistre p(eu)t êt(r)e pas
43085autre chose                   ot Soz                        va faire autre chose mais
43103mettre sur                    mEt syR                       vais l(e) mettre sur mes
43115notre micro                   nOt mi-kRo                    chacune dans notre micro .
43129montres tous                  m§t tu                        , tu montres tous les
43150autre chose                   ot Soz                        on fait autre chose ?
43151montres les                   m§t lez                       tu me montres les un .
43152montres les                   m§t lez                       tu me montres les un ?
43206livre que                     liv k2                        sur le livre que tu
43225autre cuillère                ot k8i-jER                    est une autre cuillère .
43242être lui                      Et l8i                        faut p(eu)t être lui donner un
43284montres là                    m§t la                        tu me montres là ,
43383autre chose                   ot Soz                        voir # autre chose que
43402livre qu'                     liv k                         dans ce livre qu' i(l)
43479ouvres toute                  uv tut                        tu l' ouvres toute seule ,
43493ouvre le                      uv l2                         j' ouvre le paquet ?
43525chambre de                    S@b d2                        la chambre de Marie .
43526autre chambre                 ot S@bR                       a une autre chambre .
43549être pas                      Et pa                         i(l) va être pas propre
43581montres ta                    m§t ta                        pourquoi tu montres ta ?
43664mettre de                     mEt d2                        vas leur mettre de la
43672être ça                       Et sa                         air d' être ça .
43782mettre le                     mEt l2                        oublié d(e) mettre le manteau
43784autre que                     ot k2                         , d' autre que le
43807montres la                    m§t la                        tu me montres la fleur ?
43808montres la                    m§t la                        tu me montres la fleur comment
43837autres fleurs                 ot fl9R                       trouver les autres fleurs ?
43848mettre là                     mEt la                        va les mettre là .
43865enregistre le                 @R-Zist l2                    micro qui enregistre le son
43866enregistre le                 @R-Zist l2                    ça ça enregistre le son
43901autre quoi                    ot kwa                        une autre quoi ?
43920autre quoi                    ot kwa                        un autre quoi ?
43921autre jeu                     ot Z2                         un autre jeu ?
43980autres non                    ot n§                         pas d' autres non .
43989autre forme                   ot fORm                       est une autre forme que
44003autre là                      ot la                         a d' autre là ,
44110autre chose                   ot Soz                        c' est autre chose ?
44112mettre de                     mEt d2                        pas en mettre de l'
44263autre biberon                 ot bi-bR§                     ah l' autre biberon , je
44300montre moi                    m§t mwa                       montre moi où tu as vu
44301montre moi                    m§t mwa                       montre moi où tu l' as
44330mettre l'                     mEt l                         aurait pu mettre l' oiseau
44391ventre bébé                   v@t be-be                     sur le ventre bébé ?
44404mettre quand                  mEt k@                        pas l(e) mettre quand .
44406descendre la                  de-s@d la                     , faut descendre la fermeture
44425autres boutons                ot bu-t§                      sur les autres boutons ?
44519montre moi                    m§t mwa                       montre moi !
44520montre moi                    m§t mwa                       montre moi avec ton doigt !
44559entendre parler               @-t@d paR-le                  plus en entendre parler .
44634autre côté                    ot ko-te                      de l' autre côté ?
44669remettre des                  R°-mEt de                     je vais remettre des choses ,
44683prendre son                   pR@d s§                       va s(e) prendre son bain
44699mettre d'                     mEt d                         veux rien mettre d' autre
44719prendre des                   pR@d de                       j(e) peux prendre des livres
44720livre là                      liv la                        prends ce livre là .
44723prendre tous                  pR@d tu                       j(e) peux prendre tous ces
44726autre poisson                 ot pwa-s§                     est un autre poisson ,
44749autre fleur                   ot fl9R                       a une autre fleur .
44874livre là                      liv la                        r(e)garde ce livre là aussi
44952mettre dedans                 mEt d°-d@                     i(l) faut mettre dedans ?
44972attendre quelques             a-t@d kElkz                   i(l) faut attendre quelques années .
44973mettre tes                    mEt te                        euh , mettre tes doigts
45038autre bébé                    ot be-be                      un autre bébé .
45044mettre de                     mEt d2                        vais l(e) mettre de côté
45061autre chose                   ot Soz                        c' est autre chose encore
45133possible de                   po-sib d2                     plus près possible de la
45140mettre moins                  mEt mw5                       te l(e) mettre moins ,
45173prendre le                    pR@d l2                       peux le prendre le p(e)tit
45185mettre celui                  mEt sl8i                      tu veux mettre celui ci
45217être qu'                      Et k                          papa p(eu)t être qu' i(l)
45264montres la                    m§t la                        tu me montres la bouche de
45305mettre dedans                 mEt d°-d@                     faut les mettre dedans oui .
45366mettre là                     mEt la                        qui faut mettre là au
45404être drôle                    Et dRol                       est p(eu)t être drôle mais
45540autres là                     ot la                         a d' autres là .
45565montres le                    m§t l2                        tu me montres le pantalon .
45572autre trou                    ot tRu                        a un autre trou .
45595mettre là                     mEt la                        pas les mettre là .
45610rentre pas                    R@t pa                        , ça rentre pas tout
45647autre chose                   ot Soz                        jouer à autre chose .
45725mettre comme                  mEt kOm                       faut la mettre comme ça
45741autre biberon                 ot bi-bR§                     as un autre biberon .
45745autre biberon                 ot bi-bR§                     encore un autre biberon mais
45813mettre dans                   mEt d@                        va les mettre dans l(e)
45840peut-être ça                  p2-tEt sa                     c' est peut-être ça qu' elle
45854livre qui                     liv ki                        sur le livre qui est
45887être pas                      Et pa                         r(e)connais p(eu)t être pas .
45898livre là                      liv la                        regarder ce livre là ?
45909mettre là                     mEt la                        veut se mettre là ?
45992mettre dans                   mEt d@                        va tout mettre dans l(e)
46065mettre viens                  mEt vj5                       toi pour mettre viens là
46084être ça                       Et sa                         ça peut être ça ?
46103autre dromadaire              ot dRo-ma-dER                 retrouver l' autre dromadaire ,
46103autres cartes                 ot kaRt                       dans les autres cartes ?
46149montres les                   m§t lez                       tu me montres les autres oiseaux
46180mettre dans                   mEt d@                        faut les mettre dans le bon
46239zèbre ça                      zEb sa                        est un zèbre ça .
46249livre de                      liv d2                        pas le livre de Didou
46259livre d'                      liv d                         abîmes le livre d' accord
46285être très                     Et tRE                        ça peut être très long !
46288confortable là                k§-fOR-tab la                 pas très confortable là comme
46336autre dans                    ot d@                         a d' autre dans ta
46371autre quoi                    ot kwa                        un autre quoi ?
46372autre bib(e)ron               ot bi-bR§                     l' autre bib(e)ron ben regarde il
46479autre chouchou                ot Su-Su                      d' un autre chouchou .
46487remettre des                  R°-mEt de                     tu veux remettre des chaussettes ?
46494attendre quelques             a-t@d kElkz                   p(eu)t être attendre quelques années
46496mettre les                    mEt le                        hein d(e) mettre les chaussures
46537montres le                    m§t l2                        tu nous montres le clown ?
46592être presque                  Et pREsk                      ça pourrait être presque de la
46620mettre le                     mEt l2                        veux pas mettre le doudou
46637mettre là                     mEt la                        on va mettre là ?
46651mettre dans                   mEt d@                        de le mettre dans le
46654reprendre le                  R°-pR@d l2                    veux le reprendre le bébé
46666entendre Marie                @-t@d ma-Ri                   pour bien entendre Marie .
46689montre pas                    m§t pa                        puis on montre pas son ventre
46689ventre comme                  v@t kOm                       pas son ventre comme ça
46704ouvre le                      uv l2                         qu' on ouvre le paquet
46709mettre là                     mEt la                        va l(e) mettre là tiens
46718mettre dans                   mEt d@                        veux l(e) mettre dans la
46786prendre le                    pR@d l2                       pour euh prendre le téléphone
46795peut-être pour                p2-tEt puR                    ça peut-être pour euh pour Magalie
46898attendre que                  a-t@d k2                      il faut attendre que papa revienne
46909autres bonhommes              ot bo-nOm                     comme les autres bonhommes que
46990ouvre pas                     uv pa                         n(e) l' ouvre pas ,
46991être pareil                   Et pa-REj                     ça va être pareil .
47001possible Marie                po-sib ma-Ri                  est pas possible Marie .
47062autre là                      ot la                         a un autre là oui
47123montres des                   m§t dez                       tu me montres des oiseaux
47132livre dans                    liv d@                        dans ce livre dans ce
47135montre moi                    m§t mwa                       montre moi le tigre .
47138tigres qui                    tig ki                        est deux tigres qui se
47170fenêtre pendant               f°-nEt p@-d@                  à la fenêtre pendant longtemps
47195autre ton                     ot t§n                        ton autre ton aut(re) doudou i(l)
47209prendre ce                    pR@d s2                       tu veux prendre ce bouchon là
47215mettre dessus                 mEt d°-sy                     à l(e) mettre dessus ?
47323mettre le                     mEt l2                        veux pas mettre le doudou
47333autre doudou                  ot du-du                      avec son autre doudou ?
47351mettre dans                   mEt d@                        va la mettre dans ta
47354mettre dans                   mEt d@                        va la mettre dans ta
47358rentre mais                   R@t mE                        , ça rentre mais j(e)
47377prendre celui                 pR@d sl8i                     vais vite prendre celui ci
47504mettre les                    mEt le                        tu veux mettre les mouchoirs
47516livres là                     liv la                        a des livres là ,
47550lèvres qu'                    lEv k                         sur les lèvres qu' on
47622autre rose                    ot Roz                        a un autre rose .
47623autre chose                   ot Soz                        y a autre chose en
47628autres choses                 ot Soz                        a d' autres choses qui
47689autre livre                   ot livR                       plutôt un autre livre .
47697tigre ça                      tig sa                        est un tigre ça ?
47825autre là                      ot la                         a un autre là mais
47862prendre ça                    pR@d sa                       tu veux prendre ça pour
47863mettre ton                    mEt t§                        tu veux mettre ton bébé du
47866mettre ton                    mEt t§                        on va mettre ton ,
47929livre là                      liv la                        , le livre là .
47935être bien                     Et bj5                        s(e)rait p(eu)t être bien d(e)
47973prendre des                   pR@d de                       a dû prendre des bâteaux
48064autre là                      ot la                         a un autre là .
48082prendre le                    pR@d l2                       autorisation de prendre le volant
48083prendre ça                    pR@d sa                       , de prendre ça ,
48133autres sur                    ot syR                        a d' autres sur la
48134montres d'                    m§t d                         tu me montres d' autres bâteaux
48146quatre c'                     kat s'                        après quatre c' est quoi ?
48180prendre le                    pR@d l2                       il faut prendre le bateau
48184montre du                     m§t dy                        i(l) montre du doigt le euh
48187prendre le                    pR@d l2                       et d(e) prendre le bâteau .
48311être très                     Et tRE                        ça devait être très bon hein
48448prendre les                   pR@d le                       il faut prendre les cuillères
48485être du                       Et dy                         , doit être du lait
48490prendre la                    pR@d la                       j(e) peux prendre la verte ?
48719montres ton                   m§t t§                        tu me montres ton bébé ?
48752autre bébé                    ot be-be                      quel autre bébé ?
48818prendre le                    pR@d l2                       essayer d(e) prendre le rose
48820prendre le                    pR@d l2                       tu veux prendre le rose ?
48893autre patte                   ot pat                        est l' autre patte ?
48912peut-être qu'                 p2-tEt k                      peut-être qu' il va tomber oui
48986prendre le                    pR@d l2                       on va prendre le train
48990prendre plus                  pR@d ply                      va l(e) prendre plus tôt
49001autre chaussette              ot So-sEt                     l' autre chaussette ?
49119montres l(e)                  m§t l                         tu m(e) montres l(e) bouton bleu
49140montres le                    m§t l2                        tu me montres le papa ?
49152quatre cinq                   kat s5k                       deux trois quatre cinq six
49166chambre des                   S@b dez                       , la chambre des enfants
49176autre jeu                     ot Z2                         est un autre jeu ça
49250montres tes                   m§t te                        tu me montres tes jouets ?
49258autres dessus                 ot d°-sy                      mett(r)e les autres dessus .
49260montre moi                    m§t mwa                       allez hop montre moi .
49317être réparé                   Et Re-pa-Re                   i(l) va être réparé et i(l)
49317être tout                     Et tu                         i(l) va être tout propre
49377simple là                     s5p la                        est plus simple là comme
49402permettre de                  pER-mEt d2                    pour te permettre de d'
49425livre là                      liv la                        dans ce livre là .
49426livre là                      liv la                        dans ce livre là qu'
49517être portée                   Et pOR-te                     être portée .
49547désagréable pour              de-za-gRe-ab puR              c' est désagréable pour Géraldine .
49609montre des                    m§t de                        je te montre des photos
49656montre moi                    m§t mwa                       bah alors montre moi .
49829autre mouchoir                ot mu-SwaR                    avec un autre mouchoir ?
49846lèvres rouges                 lEv RuZ                       les lèvres rouges ?
49874pénible de                    pe-nib d2                     est très pénible de t'
49914mettre du                     mEt dy                        faut pas mettre du , du
49914feutre sur                    f2t syR                       , du feutre sur les
49918possible tu                   po-sib ty                     est pas possible tu les
50020ouvres comme                  uv kOm                        tu l' ouvres comme ça
50121être qu'                      Et k                          p(eu)t être qu' ave .
50146être pas                      Et pa                         est p(eu)t être pas la
50149être comme                    Et kOm                        est p(eu)t être comme ça
50162être mieux                    Et mj2                        serait p(eu)t être mieux oui
50239être pénible                  Et pe-nibl                    ça doit être pénible hein
50282autre chose                   ot Soz                        jouer à autre chose .
50313votre panier                  vOt pa-nje                    choses dans votre panier madame
50331votre chambre                 vOt S@bR                      dans votre chambre madame ?
50331chambre madame                S@b ma-dam                    dans votre chambre madame ?
50352autre choses                  ot Soz                        a d' autre choses .
50354vendre des                    v@d de                        pourrais mme vendre des ,
50366votre magasin                 vOt ma-ga-z5                  fois dans votre magasin madame
50400prendre du                    pR@d dy                       je vais prendre du vert
50452votre panier                  vOt pa-nje                    , dans votre panier bleu
50462votre magasin                 vOt ma-ga-z5                  rev(e)nir dans votre magasin hein
50505être restée                   Et REs-te                     elle doit être restée dans la
50512autre qui                     ot ki                         a un autre qui est
50612mettre le                     mEt l2                        qu' à mettre le le
50739votre bébé                    vOt be-be                     i(l) dort votre bébé ?
50744chambre dehors                S@b d°-OR                     dans ta chambre dehors ?
50782mettre de                     mEt d2                        va l(e) mettre de c(e)
50811autre chose                   ot Soz                        jouer à autre chose .
50820ouvre pas                     uv pa                         on ouvre pas parce que son
50845mettre ce                     mEt s2                        on va mettre ce poisson là
50889prendre celui                 pR@d sl8i                     je peux prendre celui ci ?
50950mettre d'                     mEt d                         on peut mettre d' autre
50975mettre sous                   mEt su                        le mettre sous ton bras .
50996être prendre                  Et pR@dR                      pourrait p(eu)t être prendre des
50996prendre des                   pR@d de                       p(eu)t être prendre des mh
51022notre panier                  nOt pa-nje                    pas dans notre panier .
51153autre chose                   ot Soz                        pour faire autre chose .
51170autre chose                   ot Soz                        jouer à autre chose Marie
51226autre côté                    ot ko-te                      d(e) l' autre côté on
51238autre chose                   ot Soz                        veux coller autre chose ?
51294autre côté                    ot ko-te                      de l' autre côté .
51362mettre de                     mEt d2                        i(l) va mettre de beurre
51456autre sens                    ot s@s                        dans l' autre sens pour
51577montre moi                    m§t mwa                       montre moi .
51582mettre la                     mEt la                        toi d(e) mettre la perle
51608prendre le                    pR@d l2                       va te prendre le ,
51664chambre le                    S@b l2                        dans ta chambre le panier
51711votre magasin                 vOt ma-ga-z5                  aviez dans votre magasin .
51737table p(u)is                  tab pi                        sous la table p(u)is on
51790litre de                      lit d2                        euh un litre de lait
51834autre chose                   ot Soz                        jouait à autre chose ?
51836lettres là                    lEt la                        avec les lettres là .
52005autres poupées                ot pu-pe                      cache d' autres poupées .
52028ventre comme                  v@t kOm                       dos le ventre comme ça
52031mettre dans                   mEt d@                        te le mettre dans la
52062descendre les                 de-s@d lez                    on va descendre les escaliers
52066prendre ces                   pR@d se                       tu vas prendre ces chaussures
52073prendre des                   pR@d de                       tu vas prendre des chaussures à
52131montre que                    m§t k2                        montre que tu es patiente un
52177exemple ça                    Eg-z@p sa                     ça par exemple ça s'
52330quatre poussins               kat pu-s5                     quatre poussins , jouent près du
52436chambre de                    S@b d2                        dans la chambre de Pie
52471ventre plein                  v@t pl5                       ont le ventre plein .
52482montre ses                    m§t se                        elle montre ses dents ?
52524suivre le                     s8iv l2                       , veut suivre le hérisson
52551suivre le                     s8iv l2                       elle veut suivre le hérisson
52572autre jeu                     ot Z2                         fait un autre jeu ?
52589puzzle là                     p9z la                        faire le puzzle là ?
52610puzzle toute                  p9z tut                       faire le puzzle toute seule
52648montre moi                    m§t mwa                       ben montre moi !
52651montre moi                    m§t mwa                       alors montre moi comment on fait
52656montre moi                    m§t mwa                       montre moi comment tu ferais une
52659mettre le                     mEt l2                        on peut mettre le ,
52697autre chose                   ot Soz                        je fais autre chose et tu
52707autre chose                   ot Soz                        vais faire autre chose euh
52813chambre te                    S@b t2                        dans ta chambre te reposer
52832montre toutes                 m§t tut                       je les montre toutes .
52835montre moi                    m§t mwa                       montre moi .
52846autre chat                    ot Sa                         où l' autre chat ?
52877autre chose                   ot Soz                        pas à autre chose .
53011connaître l'                  ko-nEt l                      aimerais bien connaître l' histoire
53019livre sur                     liv syR                       prend le livre sur le
53114autre chose                   ot Soz                        partie chercher autre chose ?
53131perdre son                    pERd s§                       arrive de perdre son pantalon
53138mettre du                     mEt dy                        vas m(e) mettre du lait
53191livre là                      liv la                        termine ce livre là .
53209répondre la                   Re-p§d la                     elle va répondre la maman
53266lèvres sur                    lEv syR                       rouge à lèvres sur la
53289autre côté                    ot ko-te                      de l' autre côté .
53292livre là                      liv la                        dans c(e) livre là .
53327prendre le                    pR@d l2                       qu' à prendre le petit
53411autre lingette                ot l5-ZEt                     encore une autre lingette .
53475mettre derrière               mEt dE-RjER                   pas t(e) mettre derrière le
53560peut-être que                 p2-tEt k2                     peut-être que ça va les ,
53583mettre les                    mEt le                        vais lui mettre les chaussettes
53607mettre son                    mEt s§                        pas lui mettre son le
53650livre de                      liv d2                        veux le livre de la
53672être qu'                      Et k                          peut être qu' i(l) veut ,
53690être près                     Et pRE                        envie d' être près d(e)
53694être malade                   Et ma-lad                     tu vas être malade comme
53729ressemble plus                R°-s@b plyz                   , ça ressemble plus a
53739être difficile                Et di-fi-sil                  ça doit être difficile hein
53769autre bras                    ot bRa                        l' autre bras , voilà .
53785autres livres                 ot livR                       chercher d' autres livres alors
53796être dans                     Et d@                         tu veux être dans mes
53797livre facile                  liv fa-sil                    par un livre facile ,
53798livres difficiles             liv di-fi-sil                 fera des livres difficiles .
53804livre de                      liv d2                        est un livre de jouets
53827livre qui                     liv ki                        pas un livre qui raconte
53829livre qui                     liv ki                        plutôt un livre qui ,
53852livre de                      liv d2                        est le livre de ,
53854livre de                      liv d2                        pas le livre de Sev
53898entre les                     @t le                         entre les deux .
53913autres sont                   ot s§                         tous les autres sont là bas
53943autre chose                   ot Soz                        tu regardes autre chose .
53955agréable d'                   a-gRe-ab d                    c' est agréable d' avoir
54000monstres ça                   m§st sa                       et les monstres ça fait peur
54032livre pour                    liv puR                       est un livre pour ,
54089autre livre                   ot livR                       lisait un autre livre ?
54104livre qui                     liv ki                        est mon livre qui a
54121mettre dans                   mEt d@                        à mettre dans quoi ?
54162peut-être que                 p2-tEt k2                     peut-être que Géraldine elle .
54165mettre là                     mEt la                        va s(e) mettre là !
54331prendre ton                   pR@d t§                       de quoi prendre ton p(e)tit
54387être difficile                Et di-fi-sil                  ça va être difficile à remettre
54404pauvre petit                  pov p°-ti                     mon pauvre petit paul .
54412autre pièce                   ot pjEs                       dans une autre pièce je
54446être très                     Et tRE                        faut être très fort .
54447être la                       Et la                         faudrait p(eu)t être la rendre
54463être très                     Et tRE                        doit pas être très grave
54492autre tas                     ot ta                         dans un autre tas .
54504mettre dans                   mEt d@                        puis les mettre dans ta
54510autre chose                   ot Soz                        joue à autre chose ,
54518ressemble beaucoup            R°-s@b bo-ku                  ça elle ressemble beaucoup à
54521être celle                    Et sEl                        est p(eu)t être celle ci
54540désagréable dans              de-za-gRe-ab d@               un bruit désagréable dans les
54555chambre de                    S@b d2                        dans la chambre de Pie
54560livre de                      liv d2                        un livre de Bécassine j' en
54607autre sport                   ot spOR                       faire un autre sport .
54610peut-être qu'                 p2-tEt k                      l' heure peut-être qu' on
54617autre maison                  ot mE-z§                      d' une autre maison .
54656autre sport                   ot spOR                       faire un autre sport ,
54674peut-être que                 p2-tEt k2                     peut-être que elle s' est cassée
54794autre tu                      ot ty                         de l' autre tu vois
54808livre sur                     liv syR                       dans ton livre sur les
54816peut-être qu'                 p2-tEt k                      peut-être qu' il a faim ?
54829peut-être que                 p2-tEt k2                     peut-être que ton bébé à mal
54829contre ma                     k§t ma                        est cogné contre ma tête
54846entendre parler               @-t@d paR-le                  pas s' entendre parler .
54857prendre des                   pR@d de                       tu veux prendre des photos
54913prendre les                   pR@d le                       tu sais prendre les photos ?
54939peut-être qu'                 p2-tEt k                      peut-être qu' elle te dira quelque
55047prendre du                    pR@d dy                       peut même prendre du poids
55076entre deux                    @t d2                         loin , entre deux cheminées
55083livre là                      liv la                        dans ce livre là ,
55089montres la                    m§t la                        tu me montres la , la
55100peut-être que                 p2-tEt k2                     ah ben peut-être que les bébés
55104peut-être que                 p2-tEt k2                     ben peut-être que .
55106peut-être que                 p2-tEt k2                     peut-être que les petites elles peuvent
55114être pas                      Et pa                         est p(eu)t être pas très
55114autre jeu                     ot Z2                         dans un autre jeu .
55129peut-être retrouver           p2-tEt R°-tRu-ve              tu vas peut-être retrouver le deuxième
55140livre si                      liv si                        l(e) petit livre si c'
55203être là                       Et la                         ça doit être là .
55209livre là                      liv la                        dans ce livre là ?
55214peut-être sur                 p2-tEt syR                    ah peut-être sur le fauteuil .
55269prendre ses                   pR@d se                       qui viennent prendre ses carottes
55285entendre p(u)is               @-t@d pi                      plus s' entendre p(u)is Pie
55307montres c(e)                  m§t s                         tu me montres c(e) que tu
55327être comment                  Et ko-m@                      tu vas être comment ,
55330autre chose                   ot Soz                        c' est autre chose !
55364peut-être que                 p2-tEt k2                     peut-être que dans les boîtes y
55473entendre parler               @-t@d paR-le                  pas nous entendre parler .
55477attendre deux                 a-t@d d2                      i(l) faut attendre deux trois minutes
55528poivre les                    pwav le                       je poivre les saucisses .
55582peut-être que                 p2-tEt k2                     ah ben peut-être que ça marche
55627ongle du                      §g dy                         sur l' ongle du pouce .
55636autre quoi                    ot kwa                        un autre quoi ?
55646entendre la                   @-t@d la                      j(e) voulais entendre la suite
55692prendre de                    pR@d d2                       va pas prendre de chaussures
55780remettre maint(e)nant         R°-mEt m5t-n@                 p(l)us les remettre maint(e)nant elles
55800vitre là                      vit la                        , la vitre là tout
55818mettre de                     mEt d2                        va l(e) mettre de hors
55854mettre seule                  mEt s9l                       toi le mettre seule ?
